ep, reward
0, 9.9956
1, 9.9953
2, 12.9938
3, 13.993100000000004
4, 13.992799999999999
5, 10.9948
6, 12.993600000000002
7, 11.994
8, 12.992900000000002
9, 12.9936
10, 12.994300000000004
11, 11.993500000000003
12, 13.9927
13, 13.993099999999998
14, 11.994300000000003
15, 11.994500000000004
16, 11.994200000000001
17, 12.993900000000002
18, 11.993400000000001
19, 11.993900000000002
20, 11.994000000000002
21, 13.9925
22, 12.9941
23, 11.9946
24, 13.992799999999999
25, 13.9932
26, 13.992999999999999
27, 12.994300000000003
28, 13.992500000000001
29, 10.9946
30, 10.9952
31, 13.992400000000002
32, 12.9931
33, 12.9932
34, 13.9921
35, 13.993300000000001
36, 12.992800000000003
37, 12.993
38, 12.993599999999999
39, 11.994700000000002
40, 11.994300000000003
41, 12.993899999999998
42, 11.994200000000001
43, 13.992099999999997
44, 13.992399999999998
45, 11.9945
46, 11.994
47, 13.9935
48, 12.994000000000003
49, 12.993899999999998
50, 12.9938
51, 12.9928
52, 12.994
53, 13.992500000000001
54, 12.994300000000003
55, 13.9932
56, 13.992899999999999
57, 12.994100000000001
58, 11.9945
59, 13.992899999999999
60, 12.9935
61, 12.9937
62, 12.993699999999999
63, 12.993799999999998
64, 11.9948
65, 12.992900000000004
66, 12.993300000000001
67, 10.9946
68, 12.993500000000003
69, 11.994800000000005
70, 13.993000000000002
71, 12.9935
72, 13.993300000000001
73, 11.9937
74, 13.992600000000001
75, 13.991900000000001
76, 12.993600000000002
77, 12.9936
78, 13.993
79, 13.9923
80, 12.9926
81, 11.994600000000002
82, 12.9931
83, 13.9927
84, 14.9918
85, 12.993599999999999
86, 12.9931
87, 13.992700000000001
88, 13.993300000000001
89, 12.992900000000002
90, 13.993200000000002
91, 12.992700000000001
92, 13.992900000000004
93, 12.993400000000001
94, 12.993400000000001
95, 13.992500000000001
96, 12.993799999999998
97, 10.9946
98, 13.9932
99, 13.992400000000002
100, 14.991200000000003
101, 13.992400000000002
102, 13.9924
103, 13.992099999999999
104, 13.992400000000002
105, 13.993
106, 13.9925
107, 12.9939
108, 13.993000000000002
109, 12.9939
110, 12.9934
111, 12.9928
112, 13.992400000000002
113, 12.993
114, 14.991900000000001
115, 12.993500000000001
116, 12.9937
117, 12.993400000000001
118, 12.993900000000002
119, 12.9938
120, 13.992600000000001
121, 12.993300000000001
122, 13.9923
123, 13.992300000000002
124, 12.993500000000001
125, 13.992799999999999
126, 13.991800000000001
127, 12.9939
128, 12.9938
129, 13.992800000000003
130, 13.9928
131, 13.9927
132, 13.993199999999998
133, 13.992799999999999
134, 12.993300000000001
135, 12.993500000000001
136, 14.991900000000001
137, 11.994300000000003
138, 11.994000000000002
139, 13.992400000000002
140, 13.992400000000002
141, 12.993200000000003
142, 12.993799999999998
143, 12.993500000000001
144, 12.994
145, 13.992400000000002
146, 12.9927
147, 12.9934
148, 12.993900000000002
149, 12.9934
150, 13.992700000000001
151, 12.993600000000002
152, 14.9918
153, 12.9934
154, 11.9942
155, 12.9928
156, 14.991500000000002
157, 13.9925
158, 13.991900000000001
159, 13.991900000000001
160, 14.991400000000002
161, 11.993699999999999
162, 13.992400000000002
163, 11.993700000000004
164, 13.992899999999999
165, 13.992600000000001
166, 13.992400000000002
167, 13.992400000000002
168, 13.992600000000001
169, 13.992400000000002
170, 12.992899999999999
171, 13.993599999999997
172, 13.9932
173, 13.992400000000002
174, 13.992400000000002
175, 13.992600000000001
176, 11.994499999999999
177, 13.9921
178, 14.991500000000002
179, 13.992
180, 13.992400000000002
181, 13.992500000000001
182, 13.992899999999999
183, 13.992600000000001
184, 12.9938
185, 13.992799999999999
186, 13.9929
187, 13.9921
188, 13.9921
189, 12.9936
190, 13.992400000000002
191, 12.9939
192, 13.9929
193, 13.993
194, 13.992400000000002
195, 13.992400000000002
196, 13.992400000000002
197, 13.992600000000001
198, 13.9924
199, 13.992400000000002
200, 13.992400000000002
201, 13.992899999999999
202, 12.9928
203, 13.992400000000002
204, 13.992400000000002
205, 13.992400000000002
206, 13.992400000000002
207, 13.992600000000001
208, 13.992400000000002
209, 13.9929
210, 13.992400000000002
211, 13.9924
212, 13.992400000000002
213, 13.992400000000002
214, 13.992400000000002
215, 13.992400000000002
216, 13.992400000000002
217, 13.992400000000002
218, 13.992400000000002
219, 13.992600000000001
220, 13.992400000000002
221, 13.992899999999999
222, 13.992400000000002
223, 13.9929
224, 12.993300000000001
225, 13.9921
226, 13.992400000000002
227, 13.992600000000001
228, 13.992400000000002
229, 13.991800000000001
230, 13.992600000000001
231, 13.992400000000002
232, 13.9928
233, 13.991900000000001
234, 13.992400000000002
235, 13.9921
236, 13.992400000000002
237, 13.992400000000002
238, 13.9921
239, 13.992899999999999
240, 13.992400000000002
241, 13.991900000000001
242, 12.993100000000002
243, 13.992400000000002
244, 13.9921
245, 13.992900000000002
246, 12.9934
247, 13.9929
248, 13.992400000000002
249, 13.9921
250, 14.992299999999998
251, 13.992400000000002
252, 13.992899999999999
253, 13.992400000000002
254, 13.992400000000002
255, 13.992400000000002
256, 13.992400000000002
257, 13.992400000000002
258, 13.992400000000002
259, 14.9907
260, 12.9934
261, 13.992899999999999
262, 13.992400000000002
263, 12.9939
264, 13.992400000000002
265, 13.992600000000001
266, 13.992600000000001
267, 13.992400000000002
268, 13.991800000000001
269, 13.992899999999999
270, 13.992400000000002
271, 14.991200000000001
272, 13.992400000000002
273, 13.992400000000002
274, 13.9921
275, 13.991800000000001
276, 13.992899999999999
277, 13.992400000000002
278, 12.9928
279, 12.9935
280, 13.992400000000002
281, 13.992400000000002
282, 12.993400000000003
283, 13.992400000000002
284, 13.992400000000002
285, 13.992400000000002
286, 13.992400000000002
287, 13.992400000000002
288, 13.992400000000002
289, 13.991800000000001
290, 13.992899999999999
291, 13.992400000000002
292, 13.992400000000002
293, 13.9921
294, 13.9929
295, 13.992400000000002
296, 13.991800000000001
297, 11.9937
298, 13.992400000000002
299, 13.992400000000002
300, 13.992400000000002
301, 13.992400000000002
302, 13.992400000000002
303, 13.992400000000002
304, 13.992600000000001
305, 13.992400000000002
306, 13.992400000000002
307, 13.992400000000002
308, 13.992899999999999
309, 13.992400000000002
310, 13.992400000000002
311, 13.992400000000002
312, 13.9921
313, 13.992400000000002
314, 12.9938
315, 13.992400000000002
316, 13.992400000000002
317, 13.992400000000002
318, 13.992400000000002
319, 13.992400000000002
320, 12.9938
321, 13.992400000000002
322, 13.992400000000002
323, 13.992700000000001
324, 13.992400000000002
325, 13.992400000000002
326, 13.992400000000002
327, 13.992400000000002
328, 13.992400000000002
329, 13.992400000000002
330, 13.992400000000002
331, 13.992400000000002
332, 13.992600000000001
333, 13.992400000000002
334, 13.992400000000002
335, 13.992400000000002
336, 13.992700000000001
337, 13.992400000000002
338, 13.992400000000002
339, 13.992400000000002
340, 13.992400000000002
341, 13.992899999999999
342, 13.992400000000002
343, 13.992600000000001
344, 13.992400000000002
345, 13.992400000000002
346, 13.992400000000002
347, 13.992400000000002
348, 13.992400000000002
349, 13.992400000000002
350, 13.992400000000002
351, 13.992400000000002
352, 13.992400000000002
353, 13.992400000000002
354, 13.992400000000002
355, 13.992400000000002
356, 13.992400000000002
357, 13.992400000000002
358, 13.992400000000002
359, 13.992400000000002
360, 13.992400000000002
361, 13.992400000000002
362, 13.992400000000002
363, 13.992400000000002
364, 13.992400000000002
365, 13.992400000000002
366, 13.992400000000002
367, 13.992400000000002
368, 13.992400000000002
369, 13.992400000000002
370, 13.992400000000002
371, 13.992400000000002
372, 12.9938
373, 13.992400000000002
374, 13.992400000000002
375, 13.992400000000002
376, 13.992400000000002
377, 13.992899999999999
378, 13.992400000000002
379, 13.992600000000001
380, 13.992400000000002
381, 13.992400000000002
382, 13.992400000000002
383, 13.992400000000002
384, 13.992400000000002
385, 13.992400000000002
386, 13.992400000000002
387, 13.992400000000002
388, 13.992400000000002
389, 13.992400000000002
390, 13.992400000000002
391, 13.992400000000002
392, 13.992400000000002
393, 13.992400000000002
394, 13.992400000000002
395, 13.992400000000002
396, 13.992400000000002
397, 13.992400000000002
398, 13.992400000000002
399, 13.992400000000002
400, 13.992400000000002
401, 13.992400000000002
402, 13.992400000000002
403, 13.992400000000002
404, 13.992400000000002
405, 13.992400000000002
406, 13.992400000000002
407, 13.992400000000002
408, 13.992400000000002
409, 13.992400000000002
410, 13.992400000000002
411, 13.992400000000002
412, 13.992400000000002
413, 13.992400000000002
414, 13.992899999999999
415, 13.992400000000002
416, 13.992400000000002
417, 13.992400000000002
418, 13.992899999999999
419, 12.993300000000001
420, 13.992400000000002
421, 13.992400000000002
422, 13.992400000000002
423, 13.992400000000002
424, 13.992400000000002
425, 13.992400000000002
426, 13.992400000000002
427, 13.992400000000002
428, 13.992400000000002
429, 13.992400000000002
430, 13.992400000000002
431, 13.992400000000002
432, 13.992899999999999
433, 13.992400000000002
434, 13.992400000000002
435, 13.992400000000002
436, 13.992400000000002
437, 13.992400000000002
438, 13.992400000000002
439, 13.992400000000002
440, 13.992400000000002
441, 13.992400000000002
442, 13.992400000000002
443, 13.992400000000002
444, 13.992400000000002
445, 13.992400000000002
446, 13.992400000000002
447, 13.992400000000002
448, 13.992400000000002
449, 13.992400000000002
450, 13.992400000000002
451, 13.992400000000002
452, 13.992400000000002
453, 13.992400000000002
454, 13.992400000000002
455, 13.992400000000002
456, 13.992400000000002
457, 13.992400000000002
458, 13.992400000000002
459, 13.992400000000002
460, 13.992400000000002
461, 13.992400000000002
462, 13.992400000000002
463, 13.992400000000002
464, 13.991900000000001
465, 13.992400000000002
466, 13.992400000000002
467, 13.992400000000002
468, 13.992400000000002
469, 13.992400000000002
470, 13.992400000000002
471, 13.992400000000002
472, 13.992400000000002
473, 13.9921
474, 13.992400000000002
475, 13.992400000000002
476, 12.993300000000001
477, 13.992400000000002
478, 13.992400000000002
479, 13.992400000000002
480, 12.993600000000002
481, 13.992400000000002
482, 13.992400000000002
483, 13.992400000000002
484, 13.992400000000002
485, 13.992400000000002
486, 13.992400000000002
487, 13.992400000000002
488, 13.992400000000002
489, 13.992400000000002
490, 13.992400000000002
491, 13.992400000000002
492, 13.992400000000002
493, 13.992400000000002
494, 13.992400000000002
495, 13.992400000000002
496, 13.992400000000002
497, 13.992899999999999
498, 13.992400000000002
499, 13.992400000000002
