ep, reward
0, 1.397100000000001
1, -0.0030000000000001137
2, 0.6970000000000001
3, 2.0970000000000004
4, 2.7970000000000006
5, 2.7970000000000006
6, 3.4970000000000008
7, 2.7970000000000006
8, 3.4970000000000008
9, 3.4971000000000005
10, 3.4970000000000008
11, 3.4970000000000008
12, 3.4970000000000008
13, 3.4970000000000008
14, 3.4970000000000008
15, 3.4970000000000008
16, 3.4970000000000008
17, 2.197900000000001
18, 3.4970000000000008
19, 3.4970000000000008
20, 3.4970000000000008
21, 3.4970000000000008
22, 3.4970000000000008
23, 3.4970000000000008
24, 3.4970000000000008
25, 3.4970000000000008
26, 3.4970000000000008
27, 3.4970000000000008
28, 3.4970000000000008
29, 3.4970000000000008
30, 3.4970000000000008
31, 3.4970000000000008
32, 2.7970000000000006
33, 3.4970000000000008
34, 3.4970000000000008
35, 3.4970000000000008
36, 3.4970000000000008
37, 3.4970000000000008
38, 3.4970000000000008
39, 3.4970000000000008
40, 3.4970000000000008
41, 3.4970000000000008
42, 3.4970000000000008
43, 3.4970000000000008
44, 3.4970000000000008
45, 3.4970000000000008
46, 3.4970000000000008
47, 3.4970000000000008
48, 3.4970000000000008
49, 3.4970000000000008
50, 3.4970000000000008
51, 3.4970000000000008
52, 3.4970000000000008
53, 3.4970000000000008
54, 3.4970000000000008
55, 3.4970000000000008
56, 3.4970000000000008
57, 3.4970000000000008
58, 3.4970000000000008
59, 2.7970000000000006
60, 3.4970000000000008
61, 3.4970000000000008
62, 3.4970000000000008
63, 3.4970000000000008
64, 3.4970000000000008
65, 2.7970000000000006
66, 3.4970000000000008
67, 3.4970000000000008
68, 2.7970000000000006
69, 3.4970000000000008
70, 3.4970000000000008
71, 3.4970000000000008
72, 3.4970000000000008
73, 3.4970000000000008
74, 3.4970000000000008
75, 3.4970000000000008
76, 3.4970000000000008
77, 3.4970000000000008
78, 3.4970000000000008
79, 3.4970000000000008
80, 3.4970000000000008
81, 3.4970000000000008
82, 3.4970000000000008
83, 3.4970000000000008
84, 3.4970000000000008
85, 3.4970000000000008
86, 3.4970000000000008
87, 3.4970000000000008
88, 3.4970000000000008
89, 3.4970000000000008
90, 2.7970000000000006
91, 3.4970000000000008
92, 3.4970000000000008
93, 3.4970000000000008
94, 3.4970000000000008
95, 3.4970000000000008
96, 3.4970000000000008
97, 3.4970000000000008
98, 2.7970000000000006
99, 3.4970000000000008
100, 3.4970000000000008
101, 3.4970000000000008
102, 3.4970000000000008
103, 3.4970000000000008
104, 3.4970000000000008
105, 3.4970000000000008
106, 3.4970000000000008
107, 3.4970000000000008
108, 3.4970000000000008
109, 3.4970000000000008
110, 3.4970000000000008
111, 2.197900000000001
112, 3.4970000000000008
113, 3.4970000000000008
114, 3.4970000000000008
115, 3.4970000000000008
116, 3.4970000000000008
117, 3.4970000000000008
118, 3.4970000000000008
119, 3.4970000000000008
120, 3.4970000000000008
121, 3.4970000000000008
122, 3.4970000000000008
123, 3.4970000000000008
124, 3.4970000000000008
125, 3.4970000000000008
126, 3.4970000000000008
127, 3.4970000000000008
128, 3.4970000000000008
129, 3.4970000000000008
130, 3.4970000000000008
131, 3.4970000000000008
132, 3.4970000000000008
133, 3.4970000000000008
134, 3.4970000000000008
135, 3.4970000000000008
136, 3.4970000000000008
137, 3.4970000000000008
138, 3.4970000000000008
139, 3.4970000000000008
140, 3.4970000000000008
141, 3.4970000000000008
142, 3.4970000000000008
143, 3.4970000000000008
144, 3.4970000000000008
145, 3.4970000000000008
146, 3.4970000000000008
147, 3.4970000000000008
148, 3.4970000000000008
149, 3.4970000000000008
150, 3.4970000000000008
151, 3.4970000000000008
152, 3.4970000000000008
153, 3.4970000000000008
154, 3.4970000000000008
155, 3.4970000000000008
156, 3.4970000000000008
157, 3.4970000000000008
158, 3.4970000000000008
159, 3.4970000000000008
160, 3.4970000000000008
161, 3.4970000000000008
162, 3.4970000000000008
163, 3.4970000000000008
164, 3.4970000000000008
165, 3.4970000000000008
166, 3.4970000000000008
167, 3.4970000000000008
168, 3.4970000000000008
169, 3.4970000000000008
170, 3.4970000000000008
171, 3.4970000000000008
172, 3.4970000000000008
173, 3.4970000000000008
174, 3.4970000000000008
175, 3.4970000000000008
176, 3.4970000000000008
177, 3.4970000000000008
178, 3.4970000000000008
179, 3.4970000000000008
180, 3.4970000000000008
181, 3.4970000000000008
182, 3.4970000000000008
183, 3.4970000000000008
184, 3.4970000000000008
185, 2.7970000000000006
